用户id,最后一周登录天数,最后一周登录次数,最后一周0.8点登录次数,最后一周8.18点登录次数,最后一周18.24点登录次数,注册至今距离天数,是否付费
1000125540,2,21,7,7,7,29,1
1000125541,6,17,4,7,6,17,1
1000125542,3,12,2,5,5,6,1
1000125543,4,10,1,7,2,25,0
1000125544,6,13,2,2,9,29,1
1000125545,2,13,9,2,2,23,0
1000125546,3,17,1,9,7,7,1
1000125547,5,11,7,3,1,24,1
1000125548,3,9,3,1,5,26,0
1000125549,4,14,9,4,1,13,1
1000125550,6,16,5,8,3,24,0
1000125551,1,11,5,4,2,30,1
1000125552,2,10,5,2,3,1,1
1000125553,1,4,1,1,2,8,1
1000125554,1,12,2,3,7,16,1
1000125555,6,11,2,8,1,12,1
1000125556,1,17,1,9,7,17,1
1000125557,6,14,4,2,8,6,1
1000125558,6,8,1,6,1,19,0
1000125559,6,15,5,1,9,10,1
1000125560,5,12,5,6,1,22,0
1000125561,4,12,1,8,3,29,0
1000125562,3,20,8,8,4,23,1
1000125563,1,18,5,8,5,21,0
1000125564,6,22,7,6,9,16,0
1000125565,6,12,1,3,8,8,0
1000125566,2,14,1,6,7,11,1
1000125567,3,16,5,4,7,22,0
1000125568,2,17,7,3,7,3,0
1000125569,4,17,5,4,8,6,0
1000125570,5,21,9,4,8,6,1
1000125571,5,17,8,8,1,1,0
1000125572,2,11,1,8,2,14,0
1000125573,6,23,9,6,8,8,0
1000125574,5,9,1,1,7,21,1
1000125575,2,13,7,2,4,15,1
1000125576,1,13,1,4,8,11,0
1000125577,2,16,5,8,3,20,0
1000125578,2,16,7,2,7,22,0
1000125579,5,13,9,2,2,7,0
1000125580,1,20,9,6,5,19,1
1000125581,4,7,1,1,5,9,1
1000125582,1,22,9,4,9,9,0
1000125583,2,14,4,7,3,27,0
1000125584,6,19,6,6,7,26,1
1000125585,3,12,3,2,7,2,1
1000125586,3,11,7,2,2,24,1
1000125587,3,11,5,2,4,19,0
1000125588,4,14,5,7,2,25,1
1000125589,3,20,4,9,7,4,0
1000125590,2,15,5,5,5,25,1
1000125591,4,10,1,6,3,16,1
1000125592,3,19,7,7,5,16,1
1000125593,6,16,4,4,8,11,1
1000125594,1,19,9,1,9,11,1
1000125595,6,11,4,3,4,18,0
1000125596,1,15,9,4,2,25,0
1000125597,1,16,9,3,4,25,1
1000125598,6,17,4,6,7,18,0
1000125599,5,19,8,9,2,10,0
1000125600,6,19,5,5,9,3,0
1000125601,6,13,7,4,2,10,0
1000125602,2,15,5,3,7,10,0
1000125603,4,11,1,1,9,11,1
1000125604,3,21,8,9,4,16,1
1000125605,4,27,9,9,9,26,0
1000125606,6,20,2,9,9,28,0
1000125607,3,20,5,7,8,17,0
1000125608,6,22,8,8,6,23,1
1000125609,4,9,6,2,1,11,0
1000125610,2,10,7,2,1,29,1
1000125611,1,27,9,9,9,26,0
1000125612,3,15,9,4,2,11,0
1000125613,6,15,4,7,4,5,1
1000125614,2,18,9,8,1,15,0
1000125615,6,13,8,1,4,15,1
1000125616,6,10,4,4,2,21,1
1000125617,5,16,9,1,6,9,1
1000125618,3,9,2,5,2,9,0
1000125619,1,16,6,2,8,9,1
1000125620,1,16,3,5,8,7,1
1000125621,3,5,1,3,1,11,1
1000125622,6,21,4,9,8,4,1
1000125623,6,10,4,2,4,8,0
1000125624,4,12,7,3,2,4,1
1000125625,2,15,4,5,6,27,0
1000125626,1,17,5,6,6,22,1
1000125627,1,21,4,8,9,28,1
1000125628,3,14,3,4,7,14,1
1000125629,3,13,2,6,5,6,1
1000125630,2,5,1,3,1,19,1
1000125631,3,8,2,1,5,9,1
1000125632,5,11,1,6,4,29,1
1000125633,2,22,8,5,9,2,1
1000125634,4,14,1,6,7,19,0
1000125635,2,23,8,7,8,24,0
1000125636,3,13,6,5,2,20,1
1000125637,2,10,1,3,6,4,1
1000125638,6,13,3,4,6,24,1
1000125639,1,5,3,1,1,10,1
1000125640,3,20,9,3,8,5,0
1000125641,1,13,9,1,3,23,0
1000125642,1,18,7,7,4,29,0
1000125643,3,3,1,1,1,10,0
1000125644,4,15,6,3,6,23,0
1000125645,6,13,2,4,7,23,0
1000125646,3,14,5,2,7,18,0
1000125647,4,19,3,7,9,11,1
1000125648,3,22,6,9,7,27,1
1000125649,3,16,5,4,7,27,1
1000125650,3,16,9,6,1,18,1
1000125651,3,18,8,2,8,11,0
1000125652,3,15,3,9,3,19,0
1000125653,1,16,4,4,8,15,0
1000125654,6,14,8,4,2,27,1
1000125655,6,13,4,1,8,11,0
1000125656,2,21,6,9,6,28,1
1000125657,2,14,2,4,8,13,0
1000125658,2,23,9,5,9,19,1
1000125659,3,18,1,8,9,3,1
1000125660,5,17,5,7,5,12,0
1000125661,1,19,6,8,5,13,0
1000125662,6,16,6,3,7,5,1
1000125663,5,20,5,8,7,25,1
1000125664,1,13,4,4,5,26,0
1000125665,6,20,9,6,5,9,0
1000125666,3,21,5,9,7,16,0
1000125667,1,18,8,1,9,17,0
1000125668,3,23,6,8,9,6,0
1000125669,3,12,2,9,1,22,1
1000125670,2,23,8,6,9,29,1
1000125671,2,8,3,2,3,30,0
1000125672,5,14,4,3,7,17,0
1000125673,6,9,1,7,1,4,1
1000125674,3,9,1,7,1,18,1
1000125675,2,15,6,2,7,21,0
1000125676,3,21,8,6,7,9,1
1000125677,6,25,8,8,9,20,0
1000125678,1,24,7,8,9,11,0
1000125679,2,16,4,5,7,15,1
1000125680,3,11,8,2,1,8,0
1000125681,2,14,2,5,7,16,0
1000125682,4,9,1,1,7,27,0
1000125683,5,20,9,3,8,2,0
1000125684,1,17,5,9,3,22,1
1000125685,3,13,5,6,2,11,0
1000125686,6,8,1,2,5,12,0
1000125687,6,6,1,3,2,4,0
1000125688,5,9,6,2,1,15,0
1000125689,6,18,7,3,8,19,0
1000125690,2,16,9,3,4,16,0
1000125691,1,12,2,1,9,29,1
1000125692,3,4,1,1,2,28,1
1000125693,4,15,9,5,1,12,0
1000125694,3,10,1,1,8,20,0
1000125695,5,19,3,9,7,15,1
1000125696,6,27,9,9,9,24,0
1000125697,1,15,8,4,3,20,0
1000125698,2,13,5,5,3,30,1
1000125699,6,9,1,7,1,11,0
1000125700,1,12,4,5,3,24,0
1000125701,2,14,6,2,6,26,0
1000125702,6,10,1,6,3,23,1
1000125703,4,13,7,4,2,5,1
1000125704,3,18,5,7,6,7,1
1000125705,4,13,7,1,5,3,1
1000125706,1,24,7,8,9,11,0
1000125707,6,12,2,9,1,26,0
1000125708,4,9,2,3,4,6,1
1000125709,3,16,2,8,6,5,1
1000125710,6,12,2,3,7,12,0
1000125711,6,19,9,9,1,18,0
1000125712,2,22,6,7,9,3,0
1000125713,3,11,2,5,4,10,0
1000125714,5,12,7,1,4,25,1
1000125715,3,17,4,8,5,10,1
1000125716,2,10,1,3,6,18,0
1000125717,5,19,5,5,9,9,0
1000125718,4,18,6,6,6,6,1
1000125719,4,13,2,8,3,14,0
1000125720,3,21,9,9,3,7,1
1000125721,1,9,2,2,5,15,1
1000125722,3,20,8,8,4,9,0
1000125723,3,13,3,9,1,6,1
1000125724,4,13,4,1,8,25,0
1000125725,5,25,7,9,9,18,0
1000125726,4,19,6,6,7,18,0
1000125727,4,17,9,7,1,18,0
1000125728,1,15,7,7,1,9,1
1000125729,4,11,6,1,4,5,0
1000125730,5,17,1,9,7,21,1
1000125731,1,11,7,2,2,1,1
1000125732,1,15,8,3,4,1,1
1000125733,1,15,2,7,6,12,0
1000125734,4,21,8,7,6,15,0
1000125735,6,11,5,2,4,24,1
1000125736,6,12,2,5,5,12,1
1000125737,4,16,9,6,1,13,1
1000125738,2,12,1,4,7,25,1
1000125739,1,14,3,6,5,6,0
1000125740,5,22,7,6,9,6,0
1000125741,2,12,8,1,3,4,0
1000125742,1,13,3,8,2,4,0
1000125743,1,9,6,2,1,15,0
1000125744,3,9,4,3,2,21,0
1000125745,1,15,8,4,3,5,0
1000125746,1,19,9,1,9,6,1
1000125747,5,10,1,3,6,14,1
1000125748,4,17,7,9,1,11,0
1000125749,5,6,1,1,4,2,1
1000125750,5,15,8,3,4,11,0
1000125751,2,15,9,4,2,16,0
1000125752,4,11,7,3,1,24,0
1000125753,5,17,4,5,8,9,0
1000125754,6,16,1,6,9,6,0
1000125755,5,16,8,4,4,12,1
1000125756,4,11,2,2,7,17,1
1000125757,2,14,2,9,3,19,1
1000125758,3,17,8,8,1,12,0
1000125759,5,11,1,9,1,22,0
1000125760,6,13,7,1,5,17,1
1000125761,3,20,7,8,5,5,0
1000125762,3,14,7,4,3,25,0
1000125763,4,10,3,4,3,8,1
1000125764,4,14,3,9,2,7,0
1000125765,3,20,4,8,8,22,1
1000125766,2,9,4,1,4,22,0
1000125767,4,11,4,6,1,15,0
1000125768,2,15,2,5,8,30,1
1000125769,2,14,1,6,7,11,1
1000125770,6,4,2,1,1,28,0
1000125771,4,21,4,9,8,18,1
1000125772,4,3,1,1,1,29,1
1000125773,2,10,4,3,3,24,1
1000125774,4,18,2,9,7,19,1
1000125775,1,7,2,1,4,29,0
1000125776,4,14,9,1,4,25,1
1000125777,6,16,6,3,7,16,1
1000125778,4,11,4,5,2,23,1
1000125779,1,19,9,3,7,18,1
1000125780,2,12,1,9,2,9,0
1000125781,4,14,2,9,3,8,0
1000125782,6,18,7,6,5,26,0
1000125783,2,18,1,9,8,27,1
1000125784,3,11,3,6,2,14,1
1000125785,2,9,2,6,1,21,1
1000125786,1,12,3,2,7,26,1
1000125787,2,21,7,5,9,15,0
1000125788,1,19,9,1,9,28,0
1000125789,2,14,2,9,3,4,1
1000125790,1,5,1,3,1,19,1
1000125791,1,15,2,7,6,26,1
1000125792,3,15,1,5,9,11,1
1000125793,4,12,4,2,6,26,0
1000125794,4,16,5,7,4,22,1
1000125795,3,13,7,3,3,28,1
1000125796,6,16,6,9,1,11,0
1000125797,1,17,1,8,8,15,0
1000125798,3,11,2,3,6,3,1
1000125799,1,10,3,6,1,24,1
1000125800,6,7,1,5,1,19,1
1000125801,2,7,4,2,1,19,1
1000125802,1,5,2,2,1,18,1
1000125803,6,10,2,1,7,13,1
1000125804,6,26,8,9,9,23,1
1000125805,2,16,5,3,8,30,1
1000125806,4,22,7,9,6,19,1
1000125807,6,17,1,8,8,1,0
1000125808,2,9,1,7,1,26,1
1000125809,2,9,2,5,2,21,0
1000125810,5,18,8,2,8,26,0
1000125811,3,6,2,1,3,27,0
1000125812,4,15,7,3,5,23,1
1000125813,4,13,3,5,5,9,1
1000125814,1,22,9,7,6,20,1
1000125815,5,15,6,3,6,6,1
1000125816,4,13,6,5,2,20,1
1000125817,1,13,4,8,1,2,1
1000125818,2,11,2,7,2,19,0
1000125819,6,10,7,2,1,11,0
1000125820,1,20,3,8,9,13,1
1000125821,4,23,6,8,9,18,1
1000125822,5,11,1,1,9,22,0
1000125823,2,17,1,7,9,2,0
1000125824,1,17,7,7,3,10,1
1000125825,4,19,5,6,8,24,1
1000125826,5,23,9,5,9,20,1
1000125827,3,11,1,5,5,23,1
1000125828,4,22,9,6,7,6,1
1000125829,5,19,6,4,9,9,1
1000125830,1,16,5,8,3,6,0
1000125831,3,10,7,2,1,13,0
1000125832,5,12,2,7,3,12,1
1000125833,6,16,3,8,5,15,0
1000125834,1,12,7,4,1,8,1
1000125835,4,11,1,4,6,18,1
1000125836,4,9,1,5,3,8,1
1000125837,4,15,8,5,2,10,1
1000125838,6,10,3,5,2,19,1
1000125839,3,15,7,3,5,23,0
1000125840,4,15,4,6,5,28,0
1000125841,2,17,3,8,6,1,0
1000125842,1,9,2,5,2,13,1
1000125843,3,14,2,4,8,8,0
1000125844,2,20,8,4,8,30,1
1000125845,4,12,3,6,3,14,1
1000125846,3,19,7,8,4,17,0
1000125847,3,18,8,2,8,4,1
1000125848,6,18,8,8,2,28,1
1000125849,4,16,4,5,7,30,1
1000125850,5,19,8,5,6,2,1
1000125851,2,10,6,2,2,24,1
1000125852,5,13,2,4,7,18,1
1000125853,4,17,6,8,3,1,0
1000125854,5,13,1,8,4,19,1
1000125855,6,18,1,8,9,20,0
1000125856,6,10,1,4,5,15,0
1000125857,3,9,2,5,2,11,1
1000125858,6,9,3,4,2,9,0
1000125859,1,20,6,7,7,22,1
1000125860,5,21,9,9,3,22,0
1000125861,6,22,5,9,8,10,0
1000125862,3,13,2,5,6,22,0
1000125863,6,15,8,1,6,24,0
1000125864,4,13,5,3,5,7,1
1000125865,5,17,2,9,6,8,0
1000125866,3,13,6,2,5,8,0
1000125867,4,6,4,1,1,19,1
1000125868,3,13,3,6,4,11,0
1000125869,5,13,9,3,1,10,0
1000125870,3,13,5,6,2,23,1
1000125871,6,15,2,9,4,6,0
1000125872,3,18,7,8,3,22,0
1000125873,1,9,3,1,5,26,0
1000125874,1,20,8,5,7,12,1
1000125875,6,11,2,4,5,20,0
1000125876,6,13,7,3,3,28,1
1000125877,2,18,5,9,4,27,1
1000125878,2,18,7,7,4,14,1
1000125879,2,16,8,7,1,29,0
1000125880,5,23,8,6,9,7,1
1000125881,5,19,5,6,8,23,1
1000125882,1,21,7,8,6,28,1
1000125883,5,9,3,2,4,17,0
1000125884,3,12,9,1,2,1,0
1000125885,4,3,1,1,1,16,0
1000125886,1,9,2,1,6,13,1
1000125887,4,14,4,1,9,12,1
1000125888,1,20,9,7,4,13,0
1000125889,3,9,1,7,1,1,1
1000125890,4,10,1,6,3,4,0
1000125891,2,12,5,4,3,20,0
1000125892,3,13,2,2,9,5,1
1000125893,4,18,5,5,8,5,1
1000125894,6,18,8,4,6,28,0
1000125895,4,11,1,8,2,11,1
1000125896,3,15,7,5,3,7,1
1000125897,2,14,8,2,4,6,1
1000125898,1,14,5,7,2,3,1
1000125899,5,15,5,3,7,30,0
1000125900,5,9,1,3,5,30,0
1000125901,5,13,8,2,3,23,1
1000125902,1,16,3,8,5,7,0
1000125903,6,19,5,6,8,27,0
1000125904,6,14,7,3,4,9,1
1000125905,6,14,4,4,6,4,1
1000125906,2,7,2,2,3,11,1
1000125907,4,15,6,1,8,19,0
1000125908,5,16,3,9,4,14,1
1000125909,6,15,3,3,9,9,1
1000125910,3,17,2,6,9,28,0
1000125911,1,12,3,3,6,27,1
1000125912,6,20,5,9,6,26,0
1000125913,2,14,4,8,2,8,0
1000125914,1,18,5,8,5,15,1
1000125915,4,23,6,8,9,24,0
1000125916,3,18,7,8,3,28,1
1000125917,4,20,6,9,5,30,1
1000125918,3,15,6,2,7,17,1
1000125919,4,23,9,8,6,24,1
1000125920,1,9,3,4,2,28,0
1000125921,5,10,1,8,1,28,1
1000125922,2,20,2,9,9,5,0
1000125923,6,18,7,2,9,7,0
1000125924,1,20,8,6,6,2,0
1000125925,5,13,4,4,5,5,0
1000125926,4,19,9,8,2,26,1
1000125927,4,11,1,3,7,5,0
1000125928,5,19,5,7,7,29,1
1000125929,4,14,4,8,2,26,1
1000125930,3,11,8,2,1,17,1
1000125931,3,16,6,8,2,23,0
1000125932,2,16,7,3,6,1,1
1000125933,4,11,7,1,3,17,1
1000125934,3,13,3,3,7,7,0
1000125935,1,13,3,3,7,17,0
1000125936,3,12,4,2,6,26,1
1000125937,1,11,8,2,1,5,1
1000125938,3,13,9,3,1,10,1
1000125939,3,17,3,6,8,10,1
1000125940,4,22,8,7,7,20,1
1000125941,5,16,4,5,7,10,0
1000125942,1,16,6,2,8,15,1
1000125943,3,19,6,4,9,8,1
1000125944,1,10,4,5,1,9,1
1000125945,2,18,5,7,6,6,0
1000125946,1,11,2,8,1,20,0
1000125947,5,15,8,1,6,18,1
1000125948,2,6,1,2,3,8,1
1000125949,6,20,8,3,9,6,0
1000125950,6,11,3,6,2,16,0
1000125951,3,8,4,3,1,3,0
1000125952,2,17,1,9,7,3,1
1000125953,5,16,5,5,6,29,0
1000125954,2,9,2,2,5,11,0
1000125955,5,18,6,8,4,20,0
1000125956,3,10,2,6,2,17,0
1000125957,3,8,1,5,2,16,1
1000125958,5,8,5,2,1,11,0
1000125959,6,9,1,7,1,3,1
1000125960,1,16,7,3,6,4,1
1000125961,6,22,7,7,8,1,1
1000125962,1,12,8,1,3,8,1
1000125963,2,13,9,1,3,11,0
1000125964,3,16,9,4,3,23,0
1000125965,3,13,2,6,5,23,1
1000125966,4,8,4,2,2,30,1
1000125967,6,12,8,3,1,7,0
1000125968,1,18,4,5,9,5,0
1000125969,5,16,4,7,5,27,1
1000125970,2,15,8,4,3,14,1
1000125971,1,18,1,9,8,6,1
1000125972,2,16,1,7,8,12,0
1000125973,6,19,8,9,2,15,1
1000125974,5,23,8,8,7,15,1
1000125975,3,9,2,6,1,5,0
1000125976,4,10,3,4,3,1,1
1000125977,3,15,5,9,1,11,1
1000125978,1,11,1,1,9,12,1
1000125979,2,11,1,6,4,24,1
1000125980,1,10,1,6,3,17,1
1000125981,4,16,1,8,7,3,0
1000125982,3,22,8,5,9,6,0
1000125983,5,11,6,1,4,30,1
1000125984,4,17,7,4,6,2,0
1000125985,5,18,5,7,6,15,0
1000125986,4,18,5,9,4,7,0
1000125987,5,13,4,8,1,18,0
1000125988,1,21,8,5,8,28,0
1000125989,6,18,7,9,2,14,0
1000125990,4,14,4,5,5,1,1
1000125991,3,11,6,4,1,7,1
1000125992,5,10,3,1,6,27,1
1000125993,2,15,5,6,4,7,0
1000125994,4,22,4,9,9,11,1
1000125995,4,21,5,8,8,18,1
1000125996,6,10,1,8,1,1,0
1000125997,3,23,9,6,8,16,0
1000125998,6,18,8,3,7,21,0
1000125999,4,15,6,8,1,17,0
1000126000,1,22,8,8,6,2,1
1000126001,5,8,2,3,3,18,0
1000126002,2,15,9,5,1,21,1
1000126003,6,20,3,8,9,27,0
1000126004,6,19,9,8,2,13,0
1000126005,5,9,2,1,6,5,0
1000126006,1,8,2,2,4,23,1
1000126007,6,20,8,8,4,25,0
1000126008,2,11,1,4,6,17,0
1000126009,5,14,8,2,4,26,0
1000126010,5,16,8,7,1,27,1
1000126011,5,18,3,8,7,22,1
1000126012,6,15,2,4,9,16,1
1000126013,6,11,3,4,4,5,0
1000126014,2,15,6,4,5,15,0
1000126015,3,12,2,2,8,17,0
1000126016,6,12,1,7,4,14,1
1000126017,1,18,6,5,7,10,1
1000126018,1,11,3,1,7,29,1
1000126019,6,15,8,3,4,3,1
1000126020,3,18,4,9,5,4,1
1000126021,1,19,9,4,6,2,0
1000126022,3,16,4,7,5,4,1
1000126023,2,14,6,6,2,3,1
1000126024,6,21,9,6,6,29,1
1000126025,1,16,4,4,8,7,1
1000126026,2,17,7,3,7,1,1
1000126027,5,21,7,9,5,29,1
1000126028,2,20,6,6,8,30,0
1000126029,6,12,4,3,5,27,1
1000126030,3,12,6,4,2,21,1
1000126031,2,19,6,5,8,19,1
1000126032,3,12,3,2,7,28,1
1000126033,2,12,6,4,2,7,1
1000126034,4,22,5,8,9,25,0
1000126035,4,18,8,9,1,27,0
1000126036,5,22,5,8,9,22,1
1000126037,3,12,6,4,2,4,1
1000126038,1,17,2,7,8,5,0
1000126039,1,16,3,6,7,10,1
1000126040,6,15,6,4,5,12,0
1000126041,1,22,7,8,7,30,1
1000126042,5,10,1,3,6,2,1
1000126043,1,21,6,9,6,12,1
1000126044,3,22,8,7,7,20,0
1000126045,6,10,1,8,1,4,1
1000126046,1,12,5,5,2,2,1
1000126047,2,7,1,2,4,7,0
1000126048,4,14,1,7,6,19,0
1000126049,3,15,9,1,5,27,1
1000126050,4,15,8,1,6,17,1
1000126051,5,16,5,2,9,20,0
1000126052,5,14,8,2,4,3,0
1000126053,4,13,6,1,6,25,0
1000126054,5,15,5,3,7,22,0
1000126055,1,14,8,5,1,5,0
1000126056,6,18,7,5,6,1,1
1000126057,3,16,1,9,6,8,1
1000126058,3,7,1,2,4,3,1
1000126059,1,9,2,6,1,2,0
1000126060,2,16,7,7,2,22,1
1000126061,5,19,7,8,4,18,1
1000126062,2,20,4,8,8,26,0
1000126063,4,15,5,9,1,5,0
1000126064,5,18,9,1,8,15,1
1000126065,6,14,2,7,5,27,0
1000126066,3,18,8,8,2,3,1
1000126067,1,14,4,2,8,8,0
1000126068,5,19,2,9,8,3,0
1000126069,3,15,9,5,1,9,0
1000126070,1,15,6,5,4,10,0
1000126071,3,12,1,8,3,20,1
1000126072,6,19,4,8,7,12,0
1000126073,1,8,2,1,5,17,1
1000126074,4,18,4,8,6,10,1
1000126075,4,18,4,9,5,16,1
1000126076,5,15,7,6,2,2,0
1000126077,1,13,1,9,3,7,0
1000126078,4,17,9,7,1,5,1
1000126079,3,15,2,4,9,12,1
1000126080,6,18,5,7,6,6,1
1000126081,3,13,7,2,4,9,1
1000126082,4,19,8,2,9,12,0
1000126083,6,12,1,3,8,3,0
1000126084,1,17,1,7,9,16,0
1000126085,4,12,2,4,6,5,0
1000126086,1,10,3,4,3,2,0
1000126087,2,13,6,1,6,15,0
1000126088,2,22,7,9,6,25,1
1000126089,4,9,4,2,3,27,0
1000126090,3,11,3,7,1,2,0
1000126091,2,10,4,2,4,2,1
1000126092,4,17,8,7,2,5,1
1000126093,4,16,8,3,5,12,0
1000126094,5,11,1,8,2,24,0
1000126095,5,8,2,3,3,19,0
1000126096,3,17,8,2,7,20,0
1000126097,2,9,1,5,3,30,0
1000126098,2,14,6,2,6,8,1
1000126099,2,22,9,6,7,24,1
1000126100,1,13,5,7,1,9,0
1000126101,4,16,5,6,5,25,1
1000126102,6,21,7,6,8,3,0
1000126103,4,20,4,9,7,18,0
1000126104,2,12,1,6,5,15,1
1000126105,5,19,8,7,4,25,1
1000126106,4,9,4,2,3,17,0
1000126107,1,19,4,7,8,13,0
1000126108,2,9,6,1,2,4,0
1000126109,2,16,7,1,8,1,1
1000126110,6,14,2,8,4,5,1
1000126111,2,21,7,8,6,13,1
1000126112,2,14,3,2,9,10,1
1000126113,1,11,7,2,2,26,0
1000126114,2,25,9,8,8,21,1
1000126115,4,12,3,4,5,10,0
1000126116,1,8,2,3,3,17,1
1000126117,3,24,9,7,8,1,1
1000126118,1,18,6,7,5,25,1
1000126119,4,10,5,1,4,29,0
1000126120,1,19,6,5,8,8,0
1000126121,4,18,9,8,1,24,0
1000126122,6,21,5,7,9,23,1
1000126123,1,5,2,2,1,14,1
1000126124,4,4,1,2,1,14,1
1000126125,6,17,8,8,1,8,1
1000126126,5,6,1,3,2,8,0
1000126127,5,16,5,5,6,18,1
1000126128,1,15,6,8,1,24,1
1000126129,4,16,9,6,1,30,0
1000126130,6,7,3,2,2,24,1
1000126131,6,18,2,7,9,7,0
1000126132,2,10,3,3,4,15,1
1000126133,4,18,5,7,6,4,0
1000126134,6,11,2,2,7,24,0
1000126135,6,20,3,8,9,16,1
1000126136,3,10,7,2,1,25,1
1000126137,3,21,4,8,9,7,1
1000126138,2,16,3,7,6,9,0
1000126139,6,14,5,7,2,20,1
1000126140,4,8,5,2,1,6,0
1000126141,3,7,5,1,1,23,1
1000126142,3,21,7,6,8,23,1
1000126143,1,16,6,4,6,4,1
1000126144,5,12,3,2,7,16,1
1000126145,1,23,7,7,9,5,0
1000126146,3,10,8,1,1,14,1
1000126147,3,9,5,1,3,12,0
1000126148,4,15,7,3,5,30,0
1000126149,3,7,5,1,1,3,0
1000126150,4,9,5,1,3,12,1
1000126151,6,15,9,5,1,30,1
1000126152,5,14,7,3,4,28,1
1000126153,6,22,8,9,5,27,1
1000126154,6,6,1,1,4,18,1
1000126155,5,20,9,5,6,8,0
1000126156,2,14,2,8,4,18,0
1000126157,1,13,2,2,9,26,1
1000126158,6,16,9,3,4,7,1
1000126159,6,18,9,8,1,28,1
1000126160,6,11,2,5,4,14,1
1000126161,5,14,4,8,2,3,1
1000126162,6,16,7,3,6,6,1
1000126163,6,12,5,4,3,28,1
1000126164,1,18,8,8,2,15,0
1000126165,1,13,4,8,1,12,0
1000126166,3,23,9,8,6,23,0
1000126167,2,14,3,6,5,25,0
1000126168,6,17,6,4,7,2,0
1000126169,3,19,6,4,9,3,1
1000126170,1,19,7,4,8,14,0
1000126171,6,11,4,4,3,19,0
1000126172,2,10,3,3,4,3,0
1000126173,5,21,9,9,3,22,1
1000126174,1,5,3,1,1,3,0
1000126175,2,15,6,6,3,21,1
1000126176,5,17,8,5,4,5,0
1000126177,4,18,8,8,2,2,1
1000126178,6,10,6,2,2,22,0
1000126179,6,20,8,7,5,29,1
1000126180,4,14,7,4,3,6,0
1000126181,1,12,2,6,4,3,1
1000126182,4,17,6,7,4,25,1
1000126183,3,10,4,2,4,6,1
1000126184,3,14,5,3,6,26,1
1000126185,5,13,6,3,4,21,0
1000126186,5,13,6,2,5,20,0
1000126187,2,20,3,9,8,11,1
1000126188,5,12,4,5,3,27,0
1000126189,3,20,8,7,5,11,0
1000126190,3,17,1,9,7,26,1
1000126191,3,20,7,5,8,25,1
1000126192,4,11,8,2,1,16,0
1000126193,2,11,6,1,4,3,1
1000126194,1,21,6,9,6,1,1
1000126195,6,24,9,7,8,24,0
1000126196,2,10,3,6,1,3,0
1000126197,2,19,7,9,3,1,1
1000126198,4,11,2,2,7,29,0
1000126199,2,15,8,5,2,10,0
1000126200,2,14,7,2,5,5,1
1000126201,2,6,3,2,1,7,1
1000126202,4,16,5,9,2,30,0
1000126203,6,16,8,7,1,19,0
1000126204,3,20,7,5,8,10,0
1000126205,4,10,2,1,7,16,0
1000126206,4,9,5,2,2,1,0
1000126207,4,19,6,5,8,16,0
1000126208,2,13,9,1,3,15,0
1000126209,5,10,2,1,7,5,1
1000126210,3,24,8,9,7,29,0
1000126211,4,13,3,7,3,10,0
1000126212,3,22,6,8,8,15,0
1000126213,4,18,8,3,7,20,1
1000126214,5,17,4,7,6,29,0
1000126215,6,10,1,2,7,25,1
1000126216,1,19,8,9,2,23,1
1000126217,4,9,2,4,3,4,0
1000126218,1,19,8,4,7,20,0
1000126219,5,17,5,3,9,3,0
1000126220,3,12,4,7,1,10,1
1000126221,4,11,6,4,1,29,0
1000126222,2,21,9,6,6,9,1
1000126223,1,22,9,6,7,3,1
1000126224,3,19,9,2,8,11,1
1000126225,5,19,1,9,9,11,1
1000126226,4,25,8,9,8,13,1
1000126227,6,17,6,3,8,23,1
1000126228,2,14,6,1,7,24,1
1000126229,5,20,9,8,3,4,1
1000126230,1,12,3,1,8,3,0
1000126231,6,15,2,6,7,1,0
1000126232,1,18,5,6,7,1,0
1000126233,4,15,1,8,6,28,1
1000126234,2,13,3,4,6,5,0
1000126235,4,8,2,2,4,4,1
1000126236,4,19,9,5,5,24,0
1000126237,4,17,8,4,5,21,1
1000126238,3,12,7,3,2,14,1
1000126239,3,20,2,9,9,6,1
1000126240,4,15,1,5,9,30,1
1000126241,2,16,4,9,3,5,1
1000126242,1,14,5,8,1,11,1
1000126243,2,12,6,2,4,6,0
1000126244,5,10,4,2,4,5,0
1000126245,3,19,5,6,8,21,1
1000126246,2,18,2,7,9,2,1
1000126247,4,13,4,7,2,23,1
1000126248,6,16,2,9,5,15,0
1000126249,3,12,8,1,3,22,1
1000126250,6,13,4,1,8,20,0
1000126251,1,18,5,7,6,10,1
1000126252,1,20,7,7,6,14,1
1000126253,5,20,7,6,7,29,1
1000126254,5,12,4,2,6,25,1
1000126255,4,15,8,5,2,2,1
1000126256,1,10,1,8,1,4,1
1000126257,3,14,4,4,6,10,1
1000126258,2,16,9,1,6,2,1
1000126259,5,18,8,2,8,10,1
1000126260,6,15,5,2,8,5,1
1000126261,4,21,9,5,7,4,1
1000126262,6,17,8,7,2,28,1
1000126263,5,6,2,1,3,16,1
1000126264,6,12,4,6,2,11,1
1000126265,3,4,2,1,1,4,1
1000126266,3,15,4,2,9,6,0
1000126267,5,11,1,7,3,1,1
1000126268,2,8,6,1,1,10,1
1000126269,2,17,9,7,1,3,1
1000126270,1,17,9,1,7,8,1
1000126271,4,5,1,3,1,29,0
